state,year,pdf_link,doc_name,doc_number,scraped_at
SD,2019.0,https://apps.sd.gov/HC65C2C/EBS/lettings/11202019final.pdf,"November 20, 2019",,2025-11-22T18:11:44.275703
SD,2019.0,https://apps.sd.gov/HC65C2C/EBS/lettings/11062019final.pdf,"November 6, 2019",,2025-11-22T18:11:44.275703
SD,2019.0,https://apps.sd.gov/HC65C2C/EBS/lettings/10162019final.pdf,"October 16, 2019",,2025-11-22T18:11:44.275703
SD,2019.0,https://apps.sd.gov/HC65C2C/EBS/lettings/10022019final.pdf,"October 2, 2019",,2025-11-22T18:11:44.275703
SD,2019.0,https://apps.sd.gov/HC65C2C/EBS/lettings/09182019final.pdf,"September 18, 2019",,2025-11-22T18:11:44.275703
SD,2019.0,https://apps.sd.gov/HC65C2C/EBS/lettings/09042019final.pdf,"September 4, 2019",,2025-11-22T18:11:44.275703
SD,2019.0,https://apps.sd.gov/HC65C2C/EBS/lettings/08212019final.pdf,"August 21, 2019",,2025-11-22T18:11:44.275703
SD,2019.0,https://apps.sd.gov/HC65C2C/EBS/lettings/07172019final.pdf,"July 17, 2019",,2025-11-22T18:11:44.275703
SD,2019.0,https://apps.sd.gov/HC65C2C/EBS/lettings/06192019final.pdf,"June 19, 2019",,2025-11-22T18:11:44.275703
SD,2019.0,https://apps.sd.gov/HC65C2C/EBS/lettings/06052019final.pdf,"June 5, 2019",,2025-11-22T18:11:44.275703
SD,2019.0,https://apps.sd.gov/HC65C2C/EBS/lettings/05152019final.pdf,"May 15, 2019",,2025-11-22T18:11:44.275703
SD,2019.0,https://apps.sd.gov/HC65C2C/EBS/lettings/05032019final.pdf,"May 3, 2019 University Class",,2025-11-22T18:11:44.275703
SD,2019.0,https://apps.sd.gov/HC65C2C/EBS/lettings/05012019final.pdf,"May 1, 2019",,2025-11-22T18:11:44.275703
SD,2019.0,https://apps.sd.gov/HC65C2C/EBS/lettings/04172019final.pdf,"April 17, 2019",,2025-11-22T18:11:44.275703
SD,2019.0,https://apps.sd.gov/HC65C2C/EBS/lettings/04102019final.pdf,"April 10, 2019",,2025-11-22T18:11:44.275703
SD,2019.0,https://apps.sd.gov/HC65C2C/EBS/lettings/04032019final.pdf,"April 3, 2019",,2025-11-22T18:11:44.275703
SD,2019.0,https://apps.sd.gov/HC65C2C/EBS/lettings/03272019final.pdf,"March 27, 2019",,2025-11-22T18:11:44.275703
SD,2019.0,https://apps.sd.gov/HC65C2C/EBS/lettings/03202019final.pdf,"March 20, 2019",,2025-11-22T18:11:44.275703
SD,2019.0,https://apps.sd.gov/HC65C2C/EBS/lettings/03062019final.pdf,"March 6, 2019",,2025-11-22T18:11:44.275703
SD,2019.0,https://apps.sd.gov/HC65C2C/EBS/lettings/02202019final.pdf,"February 20,2019",,2025-11-22T18:11:44.275703
SD,2019.0,https://apps.sd.gov/HC65C2C/EBS/lettings/02062019final.pdf,"February 6, 2019",,2025-11-22T18:11:44.275703
SD,2019.0,https://apps.sd.gov/HC65C2C/EBS/lettings/01232019final.pdf,"January 23, 2019",,2025-11-22T18:11:44.275703
SD,2019.0,https://apps.sd.gov/HC65C2C/EBS/lettings/01162019final.pdf,"January 16, 2019",,2025-11-22T18:11:44.275703
SD,2018.0,https://apps.sd.gov/HC65C2C/EBS/lettings/12122018final.pdf,"December 12, 2018",,2025-11-22T18:11:44.275703
SD,2018.0,https://apps.sd.gov/HC65C2C/EBS/lettings/12052018final.pdf,"December 5, 2018",,2025-11-22T18:11:44.275703
SD,2018.0,https://apps.sd.gov/HC65C2C/EBS/lettings/11212018final.pdf,"November 21, 2018",,2025-11-22T18:11:44.275703
SD,2018.0,https://apps.sd.gov/HC65C2C/EBS/lettings/11072018final.pdf,"November 7, 2018",,2025-11-22T18:11:44.275703
SD,2018.0,https://apps.sd.gov/HC65C2C/EBS/lettings/10172018final.pdf,"October 17, 2018",,2025-11-22T18:11:44.275703
SD,2018.0,https://apps.sd.gov/HC65C2C/EBS/lettings/10032018final.pdf,"October 3, 2018",,2025-11-22T18:11:44.275703
SD,2018.0,https://apps.sd.gov/HC65C2C/EBS/lettings/09192018final.pdf,"September 19, 2018",,2025-11-22T18:11:44.275703
SD,2018.0,https://apps.sd.gov/HC65C2C/EBS/lettings/09122018final.pdf,"September 12, 2018",,2025-11-22T18:11:44.275703
SD,2018.0,https://apps.sd.gov/HC65C2C/EBS/lettings/08012018final.pdf,"August 1, 2018",,2025-11-22T18:11:44.275703
SD,2018.0,https://apps.sd.gov/HC65C2C/EBS/lettings/07182018final.pdf,"July 18, 2018",,2025-11-22T18:11:44.275703
SD,2018.0,https://apps.sd.gov/HC65C2C/EBS/lettings/06272018final.pdf,"June 27, 2018",,2025-11-22T18:11:44.275703
SD,2018.0,https://apps.sd.gov/HC65C2C/EBS/lettings/06202018final.pdf,"June 20, 2018",,2025-11-22T18:11:44.275703
SD,2018.0,https://apps.sd.gov/HC65C2C/EBS/lettings/06062018final.pdf,"June 6, 2018",,2025-11-22T18:11:44.275703
SD,2018.0,https://apps.sd.gov/HC65C2C/EBS/lettings/05162018final.pdf,"May 16, 2018",,2025-11-22T18:11:44.275703
SD,2018.0,https://apps.sd.gov/HC65C2C/EBS/lettings/05032018final.pdf,"May 3, 2018 University Class",,2025-11-22T18:11:44.275703
SD,2018.0,https://apps.sd.gov/HC65C2C/EBS/lettings/05022018final.pdf,"May 2, 2018",,2025-11-22T18:11:44.275703
SD,2018.0,https://apps.sd.gov/HC65C2C/EBS/lettings/04182018final.pdf,"April 18, 2018",,2025-11-22T18:11:44.275703
SD,2018.0,https://apps.sd.gov/HC65C2C/EBS/lettings/04042018final.pdf,"April 4, 2018",,2025-11-22T18:11:44.275703
SD,2018.0,https://apps.sd.gov/HC65C2C/EBS/lettings/03212018final.pdf,"March 21, 2018",,2025-11-22T18:11:44.275703
SD,2018.0,https://apps.sd.gov/HC65C2C/EBS/lettings/03082018final.pdf,"March 8, 2018",,2025-11-22T18:11:44.275703
SD,2018.0,https://apps.sd.gov/HC65C2C/EBS/lettings/03072018final.pdf,"March 7, 2018",,2025-11-22T18:11:44.275703
SD,2018.0,https://apps.sd.gov/HC65C2C/EBS/lettings/02212018final.pdf,"February 21, 2018",,2025-11-22T18:11:44.275703
SD,2018.0,https://apps.sd.gov/HC65C2C/EBS/lettings/02072018final.pdf,"February 7, 2018",,2025-11-22T18:11:44.275703
SD,2018.0,https://apps.sd.gov/HC65C2C/EBS/lettings/01262018final.pdf,"January 26, 2018",,2025-11-22T18:11:44.275703
SD,2018.0,https://apps.sd.gov/HC65C2C/EBS/lettings/01242018final.pdf,"January 24, 2018",,2025-11-22T18:11:44.275703
SD,2017.0,https://apps.sd.gov/HC65C2C/EBS/lettings/12132017final.pdf,"December 13, 2017",,2025-11-22T18:11:44.275703
SD,2017.0,https://apps.sd.gov/HC65C2C/EBS/lettings/12062017final.pdf,"December 6, 2017",,2025-11-22T18:11:44.275703
SD,2017.0,https://apps.sd.gov/HC65C2C/EBS/lettings/11152017final.pdf,"November 15, 2017",,2025-11-22T18:11:44.275703
SD,2017.0,https://apps.sd.gov/HC65C2C/EBS/lettings/11012017final.pdf,"November 1, 2017",,2025-11-22T18:11:44.275703
SD,2017.0,https://apps.sd.gov/HC65C2C/EBS/lettings/10182017final.pdf,"October 18, 2017",,2025-11-22T18:11:44.275703
SD,2017.0,https://apps.sd.gov/HC65C2C/EBS/lettings/10042017final.pdf,"October 4, 2017",,2025-11-22T18:11:44.275703
SD,2017.0,https://apps.sd.gov/HC65C2C/EBS/lettings/09202017final.pdf,"September 20, 2017",,2025-11-22T18:11:44.275703
SD,2017.0,https://apps.sd.gov/HC65C2C/EBS/lettings/09062017final.pdf,"September 6, 2017",,2025-11-22T18:11:44.275703
SD,2017.0,https://apps.sd.gov/HC65C2C/EBS/lettings/08162017final.pdf,"August 16, 2017",,2025-11-22T18:11:44.275703
SD,2017.0,https://apps.sd.gov/HC65C2C/EBS/lettings/08022017final.pdf,"August 2, 2017",,2025-11-22T18:11:44.275703
SD,2017.0,https://apps.sd.gov/HC65C2C/EBS/lettings/07192017final.pdf,"July 19, 2017",,2025-11-22T18:11:44.275703
SD,2017.0,https://apps.sd.gov/HC65C2C/EBS/lettings/07122017final.pdf,"July 12, 2017",,2025-11-22T18:11:44.275703
SD,2017.0,https://apps.sd.gov/HC65C2C/EBS/lettings/06212017final.pdf,"June 21, 2017",,2025-11-22T18:11:44.275703
SD,2017.0,https://apps.sd.gov/HC65C2C/EBS/lettings/06072017final.pdf,"June 7, 2017",,2025-11-22T18:11:44.275703
SD,2017.0,https://apps.sd.gov/HC65C2C/EBS/lettings/05172017final.pdf,"May 17, 2017",,2025-11-22T18:11:44.275703
SD,2017.0,https://apps.sd.gov/HC65C2C/EBS/lettings/05042017final.pdf,"May 4, 2017 University Class",,2025-11-22T18:11:44.275703
SD,2017.0,https://apps.sd.gov/HC65C2C/EBS/lettings/05032017final.pdf,"May 3, 2017",,2025-11-22T18:11:44.275703
SD,2017.0,https://apps.sd.gov/HC65C2C/EBS/lettings/04192017final.pdf,"April 19, 2017",,2025-11-22T18:11:44.275703
SD,2017.0,https://apps.sd.gov/HC65C2C/EBS/lettings/04052017final.pdf,"April 5, 2017",,2025-11-22T18:11:44.275703
SD,2017.0,https://apps.sd.gov/HC65C2C/EBS/lettings/03152017final.pdf,"March 15, 2017",,2025-11-22T18:11:44.275703
SD,2017.0,https://apps.sd.gov/HC65C2C/EBS/lettings/03012017final.pdf,"March 1, 2017",,2025-11-22T18:11:44.275703
SD,2017.0,https://apps.sd.gov/HC65C2C/EBS/lettings/02152017final.pdf,"February 15, 2017",,2025-11-22T18:11:44.275703
SD,2017.0,https://apps.sd.gov/HC65C2C/EBS/lettings/02012017final.pdf,"February 1, 2017",,2025-11-22T18:11:44.275703
SD,2017.0,https://apps.sd.gov/HC65C2C/EBS/lettings/01252017final.pdf,"January 25, 2017",,2025-11-22T18:11:44.275703
SD,2017.0,https://apps.sd.gov/HC65C2C/EBS/lettings/01182017final.pdf,"January 18, 2017",,2025-11-22T18:11:44.275703
SD,2016.0,https://apps.sd.gov/HC65C2C/EBS/lettings/12142016final.pdf,"December 14, 2016",,2025-11-22T18:11:44.275703
SD,2016.0,https://apps.sd.gov/HC65C2C/EBS/lettings/12072016final.pdf,"December 7, 2016",,2025-11-22T18:11:44.275703
SD,2016.0,https://apps.sd.gov/HC65C2C/EBS/lettings/11162016final.pdf,"November 16, 2016",,2025-11-22T18:11:44.275703
SD,2016.0,https://apps.sd.gov/HC65C2C/EBS/lettings/11022016final.pdf,"November 2, 2016",,2025-11-22T18:11:44.275703
SD,2016.0,https://apps.sd.gov/HC65C2C/EBS/lettings/10192016final.pdf,"October 19, 2016",,2025-11-22T18:11:44.275703
SD,2016.0,https://apps.sd.gov/HC65C2C/EBS/lettings/10052016final.pdf,"October 5, 2016",,2025-11-22T18:11:44.275703
SD,2016.0,https://apps.sd.gov/HC65C2C/EBS/lettings/09212016final.pdf,"September 21, 2016",,2025-11-22T18:11:44.275703
SD,2016.0,https://apps.sd.gov/HC65C2C/EBS/lettings/09072016final.pdf,"September 7, 2016",,2025-11-22T18:11:44.275703
SD,2016.0,https://apps.sd.gov/HC65C2C/EBS/lettings/08172016final.pdf,"August 17, 2016",,2025-11-22T18:11:44.275703
SD,2016.0,https://apps.sd.gov/HC65C2C/EBS/lettings/08032016final.pdf,"August 3, 2016",,2025-11-22T18:11:44.275703
SD,2016.0,https://apps.sd.gov/HC65C2C/EBS/lettings/06152016final.pdf,"June 15, 2016",,2025-11-22T18:11:44.275703
SD,2016.0,https://apps.sd.gov/HC65C2C/EBS/lettings/06012016final.pdf,"June 1, 2016",,2025-11-22T18:11:44.275703
SD,2016.0,https://apps.sd.gov/HC65C2C/EBS/lettings/05182016final.pdf,"May 18, 2016",,2025-11-22T18:11:44.275703
SD,,https://apps.sd.gov/HC65C2C/EBS/lettings/05062016final.pdf,5/6/16 University Class,,2025-11-22T18:11:44.275703
SD,2016.0,https://apps.sd.gov/HC65C2C/EBS/lettings/05052016final.pdf,"May 5, 2016",,2025-11-22T18:11:44.275703
SD,2016.0,https://apps.sd.gov/HC65C2C/EBS/lettings/05042016final.pdf,"May 4, 2016",,2025-11-22T18:11:44.275703
SD,2016.0,https://apps.sd.gov/HC65C2C/EBS/lettings/04202016final.pdf,"April 20, 2016",,2025-11-22T18:11:44.275703
SD,2016.0,https://apps.sd.gov/HC65C2C/EBS/lettings/04062016final.pdf,"April 6, 2016",,2025-11-22T18:11:44.275703
SD,2016.0,https://apps.sd.gov/HC65C2C/EBS/lettings/03162016final.pdf,"March 16, 2016",,2025-11-22T18:11:44.275703
SD,2016.0,https://apps.sd.gov/HC65C2C/EBS/lettings/03022016final.pdf,"March 2, 2016",,2025-11-22T18:11:44.275703
SD,2016.0,https://apps.sd.gov/HC65C2C/EBS/lettings/02242016final.pdf,"February 24, 2016",,2025-11-22T18:11:44.275703
SD,2016.0,https://apps.sd.gov/HC65C2C/EBS/lettings/02172016final.pdf,"February 17, 2016",,2025-11-22T18:11:44.275703
SD,2016.0,https://apps.sd.gov/HC65C2C/EBS/lettings/02032016final.pdf,"February 3, 2016",,2025-11-22T18:11:44.275703
SD,2016.0,https://apps.sd.gov/HC65C2C/EBS/lettings/01202016final.pdf,"January 20, 2016",,2025-11-22T18:11:44.275703
SD,2015.0,https://apps.sd.gov/HC65C2C/EBS/lettings/12162015final.pdf,"December 16, 2015",,2025-11-22T18:11:44.275703
SD,2015.0,https://apps.sd.gov/HC65C2C/EBS/lettings/12032015final.pdf,"December 3, 2015",,2025-11-22T18:11:44.275703
SD,2015.0,https://apps.sd.gov/HC65C2C/EBS/lettings/12022015final.pdf,"December 2, 2015",,2025-11-22T18:11:44.275703
SD,2015.0,https://apps.sd.gov/HC65C2C/EBS/lettings/11182015final.pdf,"November 18, 2015",,2025-11-22T18:11:44.275703
SD,2015.0,https://apps.sd.gov/HC65C2C/EBS/lettings/11042015final.pdf,"November 4, 2015",,2025-11-22T18:11:44.275703
SD,2015.0,https://apps.sd.gov/HC65C2C/EBS/lettings/10212015final.pdf,"October 21, 2015",,2025-11-22T18:11:44.275703
SD,2015.0,https://apps.sd.gov/HC65C2C/EBS/lettings/10072015final.pdf,"October 7, 2015",,2025-11-22T18:11:44.275703
SD,2015.0,https://apps.sd.gov/HC65C2C/EBS/lettings/09162015final.pdf,"September 16, 2015",,2025-11-22T18:11:44.275703
SD,2015.0,https://apps.sd.gov/HC65C2C/EBS/lettings/09022015final.pdf,"September 2, 2015",,2025-11-22T18:11:44.275703
SD,2015.0,https://apps.sd.gov/HC65C2C/EBS/lettings/08192015final.pdf,"August 19, 2015",,2025-11-22T18:11:44.275703
SD,2015.0,https://apps.sd.gov/HC65C2C/EBS/lettings/08052015final.pdf,"August 5, 2015",,2025-11-22T18:11:44.275703
SD,2015.0,https://apps.sd.gov/HC65C2C/EBS/lettings/07152015final.pdf,"July 15, 2015",,2025-11-22T18:11:44.275703
SD,2015.0,https://apps.sd.gov/HC65C2C/EBS/lettings/07012015final.pdf,"July 1, 2015",,2025-11-22T18:11:44.275703
SD,2015.0,https://apps.sd.gov/HC65C2C/EBS/lettings/06172015final.pdf,"June 17, 2015",,2025-11-22T18:11:44.275703
SD,2015.0,https://apps.sd.gov/HC65C2C/EBS/lettings/06032015final.pdf,"June 3, 2015",,2025-11-22T18:11:44.275703
SD,2015.0,https://apps.sd.gov/HC65C2C/EBS/lettings/05202015final.pdf,"May 20, 2015",,2025-11-22T18:11:44.275703
SD,,https://apps.sd.gov/HC65C2C/EBS/lettings/05072015final.pdf,5/7/15 University Class,,2025-11-22T18:11:44.275703
SD,2015.0,https://apps.sd.gov/HC65C2C/EBS/lettings/05062015final.pdf,"May 6, 2015",,2025-11-22T18:11:44.275703
SD,2015.0,https://apps.sd.gov/HC65C2C/EBS/lettings/04172015final.pdf,"April 17, 2015 Letting",,2025-11-22T18:11:44.275703
SD,2015.0,https://apps.sd.gov/HC65C2C/EBS/lettings/04152015final.pdf,"April 15, 2015",,2025-11-22T18:11:44.275703
SD,2015.0,https://apps.sd.gov/HC65C2C/EBS/lettings/04012015final.pdf,"April 1, 2015",,2025-11-22T18:11:44.275703
SD,2015.0,https://apps.sd.gov/HC65C2C/EBS/lettings/03252015final.pdf,"March 25, 2015",,2025-11-22T18:11:44.275703
SD,2015.0,https://apps.sd.gov/HC65C2C/EBS/lettings/03182015final.pdf,"March 18, 2015",,2025-11-22T18:11:44.275703
SD,2015.0,https://apps.sd.gov/HC65C2C/EBS/lettings/03042015final.pdf,"March 4, 2015",,2025-11-22T18:11:44.275703
SD,2015.0,https://apps.sd.gov/HC65C2C/EBS/lettings/02182015final.pdf,"February 18, 2015",,2025-11-22T18:11:44.275703
SD,2015.0,https://apps.sd.gov/HC65C2C/EBS/lettings/02042015final.pdf,"February 4, 2015",,2025-11-22T18:11:44.275703
SD,2015.0,https://apps.sd.gov/HC65C2C/EBS/lettings/01212015final.pdf,"January 21, 2015",,2025-11-22T18:11:44.275703
SD,2014.0,https://apps.sd.gov/HC65C2C/EBS/lettings/12102014final.pdf,"December 10, 2014",,2025-11-22T18:11:44.275703
SD,2014.0,https://apps.sd.gov/HC65C2C/EBS/lettings/11192014final.pdf,"November 19, 2014",,2025-11-22T18:11:44.275703
SD,2014.0,https://apps.sd.gov/HC65C2C/EBS/lettings/11052014final.pdf,"November 5, 2014",,2025-11-22T18:11:44.275703
SD,2014.0,https://apps.sd.gov/HC65C2C/EBS/lettings/10152014final.pdf,"October 15, 2014",,2025-11-22T18:11:44.275703
SD,2014.0,https://apps.sd.gov/HC65C2C/EBS/lettings/10012014final.pdf,"October 1, 2014",,2025-11-22T18:11:44.275703
SD,2014.0,https://apps.sd.gov/HC65C2C/EBS/lettings/09172014final.pdf,"September 17, 2014",,2025-11-22T18:11:44.275703
SD,2014.0,https://apps.sd.gov/HC65C2C/EBS/lettings/09032014final.pdf,"September 3, 2014",,2025-11-22T18:11:44.275703
SD,2014.0,https://apps.sd.gov/HC65C2C/EBS/lettings/08202014final.pdf,"August 20, 2014",,2025-11-22T18:11:44.275703
SD,2014.0,https://apps.sd.gov/HC65C2C/EBS/lettings/08132014final.pdf,"August 13, 2014",,2025-11-22T18:11:44.275703
SD,2014.0,https://apps.sd.gov/HC65C2C/EBS/lettings/07172014final.pdf,"July 17, 2014",,2025-11-22T18:11:44.275703
SD,2014.0,https://apps.sd.gov/HC65C2C/EBS/lettings/07162014final.pdf,"July 16, 2014",,2025-11-22T18:11:44.275703
SD,2014.0,https://apps.sd.gov/HC65C2C/EBS/lettings/06112014final.pdf,"June 11, 2014",,2025-11-22T18:11:44.275703
SD,2014.0,https://apps.sd.gov/HC65C2C/EBS/lettings/06042014final.pdf,"June 4, 2014",,2025-11-22T18:11:44.275703
SD,2014.0,https://apps.sd.gov/HC65C2C/EBS/lettings/05212014final.pdf,"May 21, 2014",,2025-11-22T18:11:44.275703
SD,,https://apps.sd.gov/HC65C2C/EBS/lettings/05082014final.pdf,5/8/14 University Class,,2025-11-22T18:11:44.275703
SD,2014.0,https://apps.sd.gov/HC65C2C/EBS/lettings/05072014final.pdf,"May 7, 2014",,2025-11-22T18:11:44.275703
SD,2014.0,https://apps.sd.gov/HC65C2C/EBS/lettings/04162014final.pdf,"April 16, 2014",,2025-11-22T18:11:44.275703
SD,2014.0,https://apps.sd.gov/HC65C2C/EBS/lettings/04022014final.pdf,"April 2, 2014",,2025-11-22T18:11:44.275703
SD,2014.0,https://apps.sd.gov/HC65C2C/EBS/lettings/03262014final.pdf,"March 26, 2014",,2025-11-22T18:11:44.275703
SD,2014.0,https://apps.sd.gov/HC65C2C/EBS/lettings/03192014final.pdf,"March 19, 2014",,2025-11-22T18:11:44.275703
SD,2014.0,https://apps.sd.gov/HC65C2C/EBS/lettings/03052014final.pdf,"March 5, 2014",,2025-11-22T18:11:44.275703
SD,2014.0,https://apps.sd.gov/HC65C2C/EBS/lettings/02192014final.pdf,"February 19, 2014",,2025-11-22T18:11:44.275703
SD,2014.0,https://apps.sd.gov/HC65C2C/EBS/lettings/02052014final.pdf,"February 5, 2014",,2025-11-22T18:11:44.275703
SD,2014.0,https://apps.sd.gov/HC65C2C/EBS/lettings/01152014final.pdf,"January 15, 2014",,2025-11-22T18:11:44.275703
SD,2013.0,https://apps.sd.gov/HC65C2C/EBS/lettings/12182013final.pdf,"December 18, 2013",,2025-11-22T18:11:44.275703
SD,2013.0,https://apps.sd.gov/HC65C2C/EBS/lettings/12042013final.pdf,"December 4, 2013",,2025-11-22T18:11:44.275703
SD,2013.0,https://apps.sd.gov/HC65C2C/EBS/lettings/11202013final.pdf,"November 20, 2013",,2025-11-22T18:11:44.275703
SD,2013.0,https://apps.sd.gov/HC65C2C/EBS/lettings/11062013final.pdf,"November 6, 2013",,2025-11-22T18:11:44.275703
SD,2013.0,https://apps.sd.gov/HC65C2C/EBS/lettings/10162013final.pdf,"October 16, 2013",,2025-11-22T18:11:44.275703
SD,2013.0,https://apps.sd.gov/HC65C2C/EBS/lettings/10022013final.pdf,"October 2, 2013",,2025-11-22T18:11:44.275703
SD,2013.0,https://apps.sd.gov/HC65C2C/EBS/lettings/09182013final.pdf,"September 18, 2013",,2025-11-22T18:11:44.275703
SD,2013.0,https://apps.sd.gov/HC65C2C/EBS/lettings/09042013final.pdf,"September 4, 2013",,2025-11-22T18:11:44.275703
SD,2013.0,https://apps.sd.gov/HC65C2C/EBS/lettings/08212013final.pdf,"August 21, 2013",,2025-11-22T18:11:44.275703
SD,2013.0,https://apps.sd.gov/HC65C2C/EBS/lettings/08072013final.pdf,"August 7, 2013",,2025-11-22T18:11:44.275703
SD,2013.0,https://apps.sd.gov/HC65C2C/EBS/lettings/07172013final.pdf,"July 17, 2013",,2025-11-22T18:11:44.275703
SD,2013.0,https://apps.sd.gov/HC65C2C/EBS/lettings/06192013final.pdf,"June 19, 2013",,2025-11-22T18:11:44.275703
SD,2013.0,https://apps.sd.gov/HC65C2C/EBS/lettings/06052013final.pdf,"June 5, 2013",,2025-11-22T18:11:44.275703
SD,2013.0,https://apps.sd.gov/HC65C2C/EBS/lettings/05152013final.pdf,"May 15, 2013",,2025-11-22T18:11:44.275703
SD,,https://apps.sd.gov/HC65C2C/EBS/lettings/05022013final.pdf,5/2/13 University Class,,2025-11-22T18:11:44.275703
SD,2013.0,https://apps.sd.gov/HC65C2C/EBS/lettings/05012013final.pdf,"May 1, 2013",,2025-11-22T18:11:44.275703
SD,2013.0,https://apps.sd.gov/HC65C2C/EBS/lettings/04242013final.pdf,"April 24, 2013",,2025-11-22T18:11:44.275703
SD,2013.0,https://apps.sd.gov/HC65C2C/EBS/lettings/04172013final.pdf,"April 17, 2013",,2025-11-22T18:11:44.275703
SD,2013.0,https://apps.sd.gov/HC65C2C/EBS/lettings/04032013final.pdf,"April 3, 2013",,2025-11-22T18:11:44.275703
SD,2013.0,https://apps.sd.gov/HC65C2C/EBS/lettings/03272013final.pdf,"March 27, 2013",,2025-11-22T18:11:44.275703
SD,2013.0,https://apps.sd.gov/HC65C2C/EBS/lettings/03202013final.pdf,"March 20, 2013",,2025-11-22T18:11:44.275703
SD,2013.0,https://apps.sd.gov/HC65C2C/EBS/lettings/03062013final.pdf,"March 6, 2013",,2025-11-22T18:11:44.275703
SD,2013.0,https://apps.sd.gov/HC65C2C/EBS/lettings/02202013final.pdf,"February 20, 2013",,2025-11-22T18:11:44.275703
SD,2013.0,https://apps.sd.gov/HC65C2C/EBS/lettings/02062013final.pdf,"February 6, 2013",,2025-11-22T18:11:44.275703
SD,2013.0,https://apps.sd.gov/HC65C2C/EBS/lettings/01162013final.pdf,"January 16, 2013 Letting",,2025-11-22T18:11:44.275703
SD,2012.0,https://apps.sd.gov/HC65C2C/EBS/lettings/12122012final.pdf,"December 12, 2012",,2025-11-22T18:11:44.275703
SD,2012.0,https://apps.sd.gov/HC65C2C/EBS/lettings/12052012final.pdf,"December 5, 2012",,2025-11-22T18:11:44.275703
SD,2012.0,https://apps.sd.gov/HC65C2C/EBS/lettings/11212012final.pdf,"November 21, 2012",,2025-11-22T18:11:44.275703
SD,2012.0,https://apps.sd.gov/HC65C2C/EBS/lettings/10172012final.pdf,"October 17, 2012",,2025-11-22T18:11:44.275703
SD,2012.0,https://apps.sd.gov/HC65C2C/EBS/lettings/10032012final.pdf,"October 3, 2012",,2025-11-22T18:11:44.275703
SD,2012.0,https://apps.sd.gov/HC65C2C/EBS/lettings/09192012final.pdf,"September 19, 2012",,2025-11-22T18:11:44.275703
SD,2012.0,https://apps.sd.gov/HC65C2C/EBS/lettings/09052012final.pdf,"September 5, 2012",,2025-11-22T18:11:44.275703
SD,2012.0,https://apps.sd.gov/HC65C2C/EBS/lettings/08152012final.pdf,"August 15, 2012",,2025-11-22T18:11:44.275703
SD,2012.0,https://apps.sd.gov/HC65C2C/EBS/lettings/07182012final.pdf,"July 18, 2012",,2025-11-22T18:11:44.275703
SD,2012.0,https://apps.sd.gov/HC65C2C/EBS/lettings/06202012final.pdf,"June 20, 2012",,2025-11-22T18:11:44.275703
SD,2012.0,https://apps.sd.gov/HC65C2C/EBS/lettings/06062012final.pdf,"June 6, 2012",,2025-11-22T18:11:44.275703
SD,2012.0,https://apps.sd.gov/HC65C2C/EBS/lettings/05162012final.pdf,"May 16, 2012",,2025-11-22T18:11:44.275703
SD,,https://apps.sd.gov/HC65C2C/EBS/lettings/05032012final.pdf,5-3-12 University Class,,2025-11-22T18:11:44.275703
SD,2012.0,https://apps.sd.gov/HC65C2C/EBS/lettings/05022012final.pdf,"May 2, 2012",,2025-11-22T18:11:44.275703
SD,2012.0,https://apps.sd.gov/HC65C2C/EBS/lettings/04252012final.pdf,"April 25, 2012",,2025-11-22T18:11:44.275703
SD,2012.0,https://apps.sd.gov/HC65C2C/EBS/lettings/04182012final.pdf,"April 18, 2012",,2025-11-22T18:11:44.275703
SD,2012.0,https://apps.sd.gov/HC65C2C/EBS/lettings/04042012final.pdf,"April 4, 2012",,2025-11-22T18:11:44.275703
SD,2012.0,https://apps.sd.gov/HC65C2C/EBS/lettings/03212012final.pdf,"March 21, 2012",,2025-11-22T18:11:44.275703
SD,2012.0,https://apps.sd.gov/HC65C2C/EBS/lettings/03072012final.pdf,"March 7, 2012",,2025-11-22T18:11:44.275703
SD,2012.0,https://apps.sd.gov/HC65C2C/EBS/lettings/02152012final.pdf,"February 15, 2012",,2025-11-22T18:11:44.275703
SD,2012.0,https://apps.sd.gov/HC65C2C/EBS/lettings/02012012final.pdf,"February 1, 2012",,2025-11-22T18:11:44.275703
SD,2012.0,https://apps.sd.gov/HC65C2C/EBS/lettings/01182012final.pdf,"January 18, 2012",,2025-11-22T18:11:44.275703
SD,2011.0,https://apps.sd.gov/HC65C2C/EBS/lettings/12142011final.pdf,"December 14, 2011",,2025-11-22T18:11:44.275703
SD,2011.0,https://apps.sd.gov/HC65C2C/EBS/lettings/11162011final.pdf,"November 16, 2011",,2025-11-22T18:11:44.275703
SD,2011.0,https://apps.sd.gov/HC65C2C/EBS/lettings/11022011final.pdf,"November 2, 2011",,2025-11-22T18:11:44.275703
SD,2011.0,https://apps.sd.gov/HC65C2C/EBS/lettings/10192011final.pdf,"October 19, 2011",,2025-11-22T18:11:44.275703
SD,2011.0,https://apps.sd.gov/HC65C2C/EBS/lettings/10052011final.pdf,"October 5, 2011",,2025-11-22T18:11:44.275703
SD,2011.0,https://apps.sd.gov/HC65C2C/EBS/lettings/09212011final.pdf,"September 21, 2011",,2025-11-22T18:11:44.275703
SD,2011.0,https://apps.sd.gov/HC65C2C/EBS/lettings/09072011final.pdf,"September 7, 2011",,2025-11-22T18:11:44.275703
