state,year,document_title,pdf_link
SD,2014.0,"August 13, 2014",https://apps.sd.gov/HC65C2C/EBS/lettings/08132014final.pdf
SD,2014.0,"July 17, 2014",https://apps.sd.gov/HC65C2C/EBS/lettings/07172014final.pdf
SD,2014.0,"July 16, 2014",https://apps.sd.gov/HC65C2C/EBS/lettings/07162014final.pdf
SD,2014.0,"June 11, 2014",https://apps.sd.gov/HC65C2C/EBS/lettings/06112014final.pdf
SD,2014.0,"June 4, 2014",https://apps.sd.gov/HC65C2C/EBS/lettings/06042014final.pdf
SD,2014.0,"May 21, 2014",https://apps.sd.gov/HC65C2C/EBS/lettings/05212014final.pdf
SD,,5/8/14 University Class,https://apps.sd.gov/HC65C2C/EBS/lettings/05082014final.pdf
SD,2014.0,"May 7, 2014",https://apps.sd.gov/HC65C2C/EBS/lettings/05072014final.pdf
SD,2014.0,"April 16, 2014",https://apps.sd.gov/HC65C2C/EBS/lettings/04162014final.pdf
SD,2014.0,"April 2, 2014",https://apps.sd.gov/HC65C2C/EBS/lettings/04022014final.pdf
SD,2014.0,"March 26, 2014",https://apps.sd.gov/HC65C2C/EBS/lettings/03262014final.pdf
SD,2014.0,"March 19, 2014",https://apps.sd.gov/HC65C2C/EBS/lettings/03192014final.pdf
SD,2014.0,"March 5, 2014",https://apps.sd.gov/HC65C2C/EBS/lettings/03052014final.pdf
SD,2014.0,"February 19, 2014",https://apps.sd.gov/HC65C2C/EBS/lettings/02192014final.pdf
SD,2014.0,"February 5, 2014",https://apps.sd.gov/HC65C2C/EBS/lettings/02052014final.pdf
SD,2014.0,"January 15, 2014",https://apps.sd.gov/HC65C2C/EBS/lettings/01152014final.pdf
SD,2013.0,"December 18, 2013",https://apps.sd.gov/HC65C2C/EBS/lettings/12182013final.pdf
SD,2013.0,"December 4, 2013",https://apps.sd.gov/HC65C2C/EBS/lettings/12042013final.pdf
SD,2013.0,"November 20, 2013",https://apps.sd.gov/HC65C2C/EBS/lettings/11202013final.pdf
SD,2013.0,"November 6, 2013",https://apps.sd.gov/HC65C2C/EBS/lettings/11062013final.pdf
SD,2013.0,"October 16, 2013",https://apps.sd.gov/HC65C2C/EBS/lettings/10162013final.pdf
SD,2013.0,"October 2, 2013",https://apps.sd.gov/HC65C2C/EBS/lettings/10022013final.pdf
SD,2013.0,"September 18, 2013",https://apps.sd.gov/HC65C2C/EBS/lettings/09182013final.pdf
SD,2013.0,"September 4, 2013",https://apps.sd.gov/HC65C2C/EBS/lettings/09042013final.pdf
SD,2013.0,"August 21, 2013",https://apps.sd.gov/HC65C2C/EBS/lettings/08212013final.pdf
SD,2013.0,"August 7, 2013",https://apps.sd.gov/HC65C2C/EBS/lettings/08072013final.pdf
SD,2013.0,"July 17, 2013",https://apps.sd.gov/HC65C2C/EBS/lettings/07172013final.pdf
SD,2013.0,"June 19, 2013",https://apps.sd.gov/HC65C2C/EBS/lettings/06192013final.pdf
SD,2013.0,"June 5, 2013",https://apps.sd.gov/HC65C2C/EBS/lettings/06052013final.pdf
SD,2013.0,"May 15, 2013",https://apps.sd.gov/HC65C2C/EBS/lettings/05152013final.pdf
SD,,5/2/13 University Class,https://apps.sd.gov/HC65C2C/EBS/lettings/05022013final.pdf
SD,2013.0,"May 1, 2013",https://apps.sd.gov/HC65C2C/EBS/lettings/05012013final.pdf
SD,2013.0,"April 24, 2013",https://apps.sd.gov/HC65C2C/EBS/lettings/04242013final.pdf
SD,2013.0,"April 17, 2013",https://apps.sd.gov/HC65C2C/EBS/lettings/04172013final.pdf
SD,2013.0,"April 3, 2013",https://apps.sd.gov/HC65C2C/EBS/lettings/04032013final.pdf
SD,2013.0,"March 27, 2013",https://apps.sd.gov/HC65C2C/EBS/lettings/03272013final.pdf
SD,2013.0,"March 20, 2013",https://apps.sd.gov/HC65C2C/EBS/lettings/03202013final.pdf
SD,2013.0,"March 6, 2013",https://apps.sd.gov/HC65C2C/EBS/lettings/03062013final.pdf
SD,2013.0,"February 20, 2013",https://apps.sd.gov/HC65C2C/EBS/lettings/02202013final.pdf
SD,2013.0,"February 6, 2013",https://apps.sd.gov/HC65C2C/EBS/lettings/02062013final.pdf
SD,2013.0,"January 16, 2013 Letting",https://apps.sd.gov/HC65C2C/EBS/lettings/01162013final.pdf
SD,2012.0,"December 12, 2012",https://apps.sd.gov/HC65C2C/EBS/lettings/12122012final.pdf
SD,2012.0,"December 5, 2012",https://apps.sd.gov/HC65C2C/EBS/lettings/12052012final.pdf
SD,2012.0,"November 21, 2012",https://apps.sd.gov/HC65C2C/EBS/lettings/11212012final.pdf
SD,2012.0,"October 17, 2012",https://apps.sd.gov/HC65C2C/EBS/lettings/10172012final.pdf
SD,2012.0,"October 3, 2012",https://apps.sd.gov/HC65C2C/EBS/lettings/10032012final.pdf
SD,2012.0,"September 19, 2012",https://apps.sd.gov/HC65C2C/EBS/lettings/09192012final.pdf
SD,2012.0,"September 5, 2012",https://apps.sd.gov/HC65C2C/EBS/lettings/09052012final.pdf
SD,2012.0,"August 15, 2012",https://apps.sd.gov/HC65C2C/EBS/lettings/08152012final.pdf
SD,2012.0,"July 18, 2012",https://apps.sd.gov/HC65C2C/EBS/lettings/07182012final.pdf
SD,2012.0,"June 20, 2012",https://apps.sd.gov/HC65C2C/EBS/lettings/06202012final.pdf
SD,2012.0,"June 6, 2012",https://apps.sd.gov/HC65C2C/EBS/lettings/06062012final.pdf
SD,2012.0,"May 16, 2012",https://apps.sd.gov/HC65C2C/EBS/lettings/05162012final.pdf
SD,,5-3-12 University Class,https://apps.sd.gov/HC65C2C/EBS/lettings/05032012final.pdf
SD,2012.0,"May 2, 2012",https://apps.sd.gov/HC65C2C/EBS/lettings/05022012final.pdf
SD,2012.0,"April 25, 2012",https://apps.sd.gov/HC65C2C/EBS/lettings/04252012final.pdf
SD,2012.0,"April 18, 2012",https://apps.sd.gov/HC65C2C/EBS/lettings/04182012final.pdf
SD,2012.0,"April 4, 2012",https://apps.sd.gov/HC65C2C/EBS/lettings/04042012final.pdf
SD,2012.0,"March 21, 2012",https://apps.sd.gov/HC65C2C/EBS/lettings/03212012final.pdf
SD,2012.0,"March 7, 2012",https://apps.sd.gov/HC65C2C/EBS/lettings/03072012final.pdf
SD,2012.0,"February 15, 2012",https://apps.sd.gov/HC65C2C/EBS/lettings/02152012final.pdf
SD,2012.0,"February 1, 2012",https://apps.sd.gov/HC65C2C/EBS/lettings/02012012final.pdf
SD,2012.0,"January 18, 2012",https://apps.sd.gov/HC65C2C/EBS/lettings/01182012final.pdf
SD,2011.0,"December 14, 2011",https://apps.sd.gov/HC65C2C/EBS/lettings/12142011final.pdf
SD,2011.0,"November 16, 2011",https://apps.sd.gov/HC65C2C/EBS/lettings/11162011final.pdf
SD,2011.0,"November 2, 2011",https://apps.sd.gov/HC65C2C/EBS/lettings/11022011final.pdf
SD,2011.0,"October 19, 2011",https://apps.sd.gov/HC65C2C/EBS/lettings/10192011final.pdf
SD,2011.0,"October 5, 2011",https://apps.sd.gov/HC65C2C/EBS/lettings/10052011final.pdf
SD,2011.0,"September 21, 2011",https://apps.sd.gov/HC65C2C/EBS/lettings/09212011final.pdf
SD,2011.0,"September 7, 2011",https://apps.sd.gov/HC65C2C/EBS/lettings/09072011final.pdf
SD,2011.0,"August 17, 2011",https://apps.sd.gov/HC65C2C/EBS/lettings/08172011final.pdf
SD,2011.0,"August 4, 2011",https://apps.sd.gov/HC65C2C/EBS/lettings/08042011final.pdf
SD,2011.0,"August 3, 2011",https://apps.sd.gov/HC65C2C/EBS/lettings/08032011final.pdf
SD,2011.0,"July 20, 2011",https://apps.sd.gov/HC65C2C/EBS/lettings/07202011final.pdf
SD,2011.0,"July 6, 2011",https://apps.sd.gov/HC65C2C/EBS/lettings/07062011final.pdf
SD,2011.0,"June 15, 2011",https://apps.sd.gov/HC65C2C/EBS/lettings/06152011final.pdf
SD,2011.0,"June 1, 2011",https://apps.sd.gov/HC65C2C/EBS/lettings/06012011final.pdf
SD,2011.0,"May 18, 2011",https://apps.sd.gov/HC65C2C/EBS/lettings/05182011final.pdf
SD,2011.0,"May 11, 2011",https://apps.sd.gov/HC65C2C/EBS/lettings/05112011final.pdf
SD,2011.0,"April 27, 2011",https://apps.sd.gov/HC65C2C/EBS/lettings/04272011final.pdf
SD,2011.0,"April 21, 2011",https://apps.sd.gov/HC65C2C/EBS/lettings/04212011final.pdf
SD,2011.0,"March 16, 2011",https://apps.sd.gov/HC65C2C/EBS/lettings/03162011final.pdf
SD,2011.0,"March 9, 2011",https://apps.sd.gov/HC65C2C/EBS/lettings/03092011final.pdf
SD,2011.0,"March 2, 2011",https://apps.sd.gov/HC65C2C/EBS/lettings/03022011final.pdf
SD,2011.0,"February 16, 2011",https://apps.sd.gov/HC65C2C/EBS/lettings/02162011final.pdf
SD,2011.0,"February 2, 2011",https://apps.sd.gov/HC65C2C/EBS/lettings/02022011final.pdf
SD,2011.0,"January 19, 2011",https://apps.sd.gov/HC65C2C/EBS/lettings/01192011final.pdf
SD,2010.0,"November 3, 2010",https://apps.sd.gov/HC65C2C/EBS/lettings/11032010final.pdf
SD,2010.0,"October 28, 2010",https://apps.sd.gov/HC65C2C/EBS/lettings/10282010final.pdf
SD,2010.0,"October 27, 2010",https://apps.sd.gov/HC65C2C/EBS/lettings/10272010final.pdf
SD,2010.0,"October 20, 2010",https://apps.sd.gov/HC65C2C/EBS/lettings/10202010final.pdf
SD,2010.0,"October 6, 2010",https://apps.sd.gov/HC65C2C/EBS/lettings/10062010final.pdf
SD,2010.0,"September 22, 2010",https://apps.sd.gov/HC65C2C/EBS/lettings/09222010final.pdf
SD,2010.0,"September 15, 2010",https://apps.sd.gov/HC65C2C/EBS/lettings/09152010final.pdf
SD,2010.0,September 8. 2010,https://apps.sd.gov/HC65C2C/EBS/lettings/09082010final.pdf
SD,2010.0,"September 1, 2010",https://apps.sd.gov/HC65C2C/EBS/lettings/09012010final.pdf
SD,2010.0,"August 18, 2010",https://apps.sd.gov/HC65C2C/EBS/lettings/08182010final.pdf
SD,2010.0,"August 5, 2010",https://apps.sd.gov/HC65C2C/EBS/lettings/08052010final.pdf
SD,2010.0,"August 4, 2010",https://apps.sd.gov/HC65C2C/EBS/lettings/08042010final.pdf
SD,2010.0,"August 3, 2010",https://apps.sd.gov/HC65C2C/EBS/lettings/08032010final.pdf
SD,2010.0,"July 21, 2010",https://apps.sd.gov/HC65C2C/EBS/lettings/07212010final.pdf
SD,2010.0,"July 7, 2010",https://apps.sd.gov/HC65C2C/EBS/lettings/07072010final.pdf
SD,2010.0,"June 23, 2010 Special",https://apps.sd.gov/HC65C2C/EBS/lettings/06232010final.pdf
SD,2010.0,"June 16, 2010",https://apps.sd.gov/HC65C2C/EBS/lettings/06162010final.pdf
SD,2010.0,"June 3, 2010",https://apps.sd.gov/HC65C2C/EBS/lettings/06032010final.pdf
SD,2010.0,"June 2, 2010",https://apps.sd.gov/HC65C2C/EBS/lettings/06022010final.pdf
SD,2010.0,"May 19, 2010",https://apps.sd.gov/HC65C2C/EBS/lettings/05192010final.pdf
SD,2010.0,"May 5, 2010",https://apps.sd.gov/HC65C2C/EBS/lettings/05052010final.pdf
SD,2010.0,"April 28, 2010 (By Addm)",https://apps.sd.gov/HC65C2C/EBS/lettings/04282010final.pdf
SD,2010.0,"April 21, 2010",https://apps.sd.gov/HC65C2C/EBS/lettings/04212010final.pdf
SD,2010.0,"April 7, 2010",https://apps.sd.gov/HC65C2C/EBS/lettings/04072010final.pdf
SD,2010.0,"March 31, 2010",https://apps.sd.gov/HC65C2C/EBS/lettings/03312010final.pdf
SD,2010.0,"March 17, 2010",https://apps.sd.gov/HC65C2C/EBS/lettings/03172010final.pdf
SD,2010.0,"March 3, 2010",https://apps.sd.gov/HC65C2C/EBS/lettings/03032010final.pdf
SD,2010.0,"February 17, 2010",https://apps.sd.gov/HC65C2C/EBS/lettings/02172010final.pdf
SD,2010.0,"February 10, 2010",https://apps.sd.gov/HC65C2C/EBS/lettings/02102010final.pdf
SD,2010.0,"February 3, 2010",https://apps.sd.gov/HC65C2C/EBS/lettings/02032010final.pdf
SD,2010.0,"January 27, 2010",https://apps.sd.gov/HC65C2C/EBS/lettings/01272010final.pdf
SD,2010.0,"January 20, 2010",https://apps.sd.gov/HC65C2C/EBS/lettings/01202010final.pdf
SD,2009.0,"December 16, 2009",https://apps.sd.gov/HC65C2C/EBS/lettings/12162009final.pdf
SD,2009.0,"December 2, 2009",https://apps.sd.gov/HC65C2C/EBS/lettings/12022009final.pdf
SD,2009.0,"November 18, 2009",https://apps.sd.gov/HC65C2C/EBS/lettings/11182009final.pdf
SD,2009.0,"November 4, 2009",https://apps.sd.gov/HC65C2C/EBS/lettings/11042009final.pdf
SD,2009.0,"October 21, 2009",https://apps.sd.gov/HC65C2C/EBS/lettings/10212009final.pdf
SD,2009.0,"October 7, 2009",https://apps.sd.gov/HC65C2C/EBS/lettings/10072009final.pdf
SD,2009.0,"September 16, 2009",https://apps.sd.gov/HC65C2C/EBS/lettings/09162009final.pdf
SD,2009.0,"September 2, 2009",https://apps.sd.gov/HC65C2C/EBS/lettings/09022009final.pdf
SD,2009.0,"August 19, 2009",https://apps.sd.gov/HC65C2C/EBS/lettings/08192009final.pdf
SD,2009.0,"August 5, 2009",https://apps.sd.gov/HC65C2C/EBS/lettings/08052009final.pdf
SD,2009.0,"July 15, 2009",https://apps.sd.gov/HC65C2C/EBS/lettings/07152009final.pdf
SD,2009.0,"July 1, 2009",https://apps.sd.gov/HC65C2C/EBS/lettings/07012009final.pdf
SD,2009.0,"June 17, 2009",https://apps.sd.gov/HC65C2C/EBS/lettings/06172009final.pdf
SD,2009.0,"June 3, 2009",https://apps.sd.gov/HC65C2C/EBS/lettings/06032009final.pdf
SD,2009.0,"May 20, 2009",https://apps.sd.gov/HC65C2C/EBS/lettings/05202009final.pdf
SD,2009.0,"May 6, 2009",https://apps.sd.gov/HC65C2C/EBS/lettings/05062009final.pdf
SD,2009.0,"April 15, 2009",https://apps.sd.gov/HC65C2C/EBS/lettings/04152009final.pdf
SD,2009.0,"April 1, 2009",https://apps.sd.gov/HC65C2C/EBS/lettings/04012009final.pdf
SD,2009.0,"March 25, 2009",https://apps.sd.gov/HC65C2C/EBS/lettings/03252009final.pdf
SD,2009.0,"March 18, 2009",https://apps.sd.gov/HC65C2C/EBS/lettings/03182009final.pdf
SD,2009.0,"March 6, 2009",https://apps.sd.gov/HC65C2C/EBS/lettings/03062009final.pdf
SD,2009.0,"March 4, 2009",https://apps.sd.gov/HC65C2C/EBS/lettings/03042009final.pdf
SD,2009.0,"February 18, 2009",https://apps.sd.gov/HC65C2C/EBS/lettings/02182009final.pdf
SD,2009.0,"February 13, 2009",https://apps.sd.gov/HC65C2C/EBS/lettings/02132009final.pdf
SD,2009.0,"February 4, 2009",https://apps.sd.gov/HC65C2C/EBS/lettings/02042009final.pdf
SD,2009.0,"January 21, 2009",https://apps.sd.gov/HC65C2C/EBS/lettings/01212009final.pdf
SD,2008.0,"December 17, 2008",https://apps.sd.gov/HC65C2C/EBS/lettings/12172008final.pdf
SD,2008.0,"December 3, 2008",https://apps.sd.gov/HC65C2C/EBS/lettings/12032008final.pdf
SD,2008.0,"November 19, 2008",https://apps.sd.gov/HC65C2C/EBS/lettings/11192008final.pdf
SD,2008.0,"November 5, 2008",https://apps.sd.gov/HC65C2C/EBS/lettings/11052008final.pdf
SD,2008.0,"October 15, 2008",https://apps.sd.gov/HC65C2C/EBS/lettings/10152008final.pdf
SD,2008.0,"October 1, 2008",https://apps.sd.gov/HC65C2C/EBS/lettings/10012008final.pdf
SD,2008.0,"September 17, 2008",https://apps.sd.gov/HC65C2C/EBS/lettings/09172008final.pdf
SD,2008.0,9-3-2008 Letting Cancelled,https://apps.sd.gov/HC65C2C/EBS/lettings/09032008final.pdf
SD,2008.0,"August 20, 2008",https://apps.sd.gov/HC65C2C/EBS/lettings/08202008final.pdf
SD,2008.0,"August 6, 2008",https://apps.sd.gov/HC65C2C/EBS/lettings/08062008final.pdf
SD,2008.0,"July 16, 2008",https://apps.sd.gov/HC65C2C/EBS/lettings/07162008final.pdf
SD,2008.0,"June 18, 2008",https://apps.sd.gov/HC65C2C/EBS/lettings/06182008final.pdf
SD,2008.0,"June 4, 2008",https://apps.sd.gov/HC65C2C/EBS/lettings/06042008final.pdf
SD,2008.0,"May 21, 2008",https://apps.sd.gov/HC65C2C/EBS/lettings/05212008final.pdf
SD,2008.0,"May 7, 2008",https://apps.sd.gov/HC65C2C/EBS/lettings/05072008final.pdf
SD,2008.0,"April 16, 2008",https://apps.sd.gov/HC65C2C/EBS/lettings/04162008final.pdf
SD,2008.0,"April 2, 2008",https://apps.sd.gov/HC65C2C/EBS/lettings/04022008final.pdf
SD,2008.0,"March 19, 2008",https://apps.sd.gov/HC65C2C/EBS/lettings/03192008final.pdf
SD,2008.0,"March 5, 2008",https://apps.sd.gov/HC65C2C/EBS/lettings/03052008final.pdf
SD,2008.0,"February 20, 2008",https://apps.sd.gov/HC65C2C/EBS/lettings/02202008final.pdf
SD,2008.0,"February 6, 2008",https://apps.sd.gov/HC65C2C/EBS/lettings/02062008final.pdf
SD,2008.0,"January 30, 2008",https://apps.sd.gov/HC65C2C/EBS/lettings/01302008final.pdf
SD,2008.0,"January 16, 2008",https://apps.sd.gov/HC65C2C/EBS/lettings/01162008final.pdf
SD,2007.0,"December 5, 2007",https://apps.sd.gov/HC65C2C/EBS/lettings/12052007final.pdf
SD,2007.0,"November 21, 2007",https://apps.sd.gov/HC65C2C/EBS/lettings/11212007final.pdf
SD,2007.0,"November 7, 2007",https://apps.sd.gov/HC65C2C/EBS/lettings/11072007final.pdf
SD,2007.0,"October 17, 2007",https://apps.sd.gov/HC65C2C/EBS/lettings/10172007final.pdf
SD,2007.0,"October 3, 2007",https://apps.sd.gov/HC65C2C/EBS/lettings/10032007final.pdf
SD,2007.0,"September 19, 2007",https://apps.sd.gov/HC65C2C/EBS/lettings/09192007final.pdf
SD,2007.0,"September 5, 2007",https://apps.sd.gov/HC65C2C/EBS/lettings/09052007final.pdf
SD,2007.0,"August 15, 2007",https://apps.sd.gov/HC65C2C/EBS/lettings/08152007final.pdf
SD,2007.0,8-1-2007 Letting Cancelled,https://apps.sd.gov/HC65C2C/EBS/lettings/08012007final.pdf
SD,2007.0,"July 18, 2007",https://apps.sd.gov/HC65C2C/EBS/lettings/07182007final.pdf
SD,2007.0,"June 20, 2007",https://apps.sd.gov/HC65C2C/EBS/lettings/06202007final.pdf
SD,2007.0,"June 6, 2007",https://apps.sd.gov/HC65C2C/EBS/lettings/06062007final.pdf
SD,2007.0,"May 16, 2007",https://apps.sd.gov/HC65C2C/EBS/lettings/05162007final.pdf
SD,2007.0,"May 2, 2007",https://apps.sd.gov/HC65C2C/EBS/lettings/05022007final.pdf
SD,2007.0,"April 18, 2007",https://apps.sd.gov/HC65C2C/EBS/lettings/04182007final.pdf
SD,2007.0,"April 4, 2007",https://apps.sd.gov/HC65C2C/EBS/lettings/04042007final.pdf
SD,2007.0,"March 21, 2007",https://apps.sd.gov/HC65C2C/EBS/lettings/03212007final.pdf
SD,2007.0,"March 7, 2007",https://apps.sd.gov/HC65C2C/EBS/lettings/03072007final.pdf
SD,2007.0,"February 21, 2007",https://apps.sd.gov/HC65C2C/EBS/lettings/02212007final.pdf
SD,2007.0,"February 7, 2007",https://apps.sd.gov/HC65C2C/EBS/lettings/02072007final.pdf
SD,2007.0,"January 17, 2007",https://apps.sd.gov/HC65C2C/EBS/lettings/01172007final.pdf
SD,2006.0,"December 6, 2006",https://apps.sd.gov/HC65C2C/EBS/lettings/12062006final.pdf
SD,2006.0,"November 15, 2006",https://apps.sd.gov/HC65C2C/EBS/lettings/11152006final.pdf
SD,2006.0,"October 18, 2006",https://apps.sd.gov/HC65C2C/EBS/lettings/10182006final.pdf
SD,2006.0,"October 4, 2006",https://apps.sd.gov/HC65C2C/EBS/lettings/10042006final.pdf
SD,2006.0,"September 20, 2006",https://apps.sd.gov/HC65C2C/EBS/lettings/09202006final.pdf
SD,2006.0,"September 6, 2006",https://apps.sd.gov/HC65C2C/EBS/lettings/09062006final.pdf
SD,2006.0,"August 1, 2006",https://apps.sd.gov/HC65C2C/EBS/lettings/08012006final.pdf
SD,2006.0,"July 19, 2006",https://apps.sd.gov/HC65C2C/EBS/lettings/07192006final.pdf
SD,2006.0,"June 27, 2006",https://apps.sd.gov/HC65C2C/EBS/lettings/06272006final.pdf
SD,2006.0,"May 17, 2006",https://apps.sd.gov/HC65C2C/EBS/lettings/05172006final.pdf
SD,2006.0,"April 19, 2006",https://apps.sd.gov/HC65C2C/EBS/lettings/04192006final.pdf
SD,2006.0,"March 29, 2006",https://apps.sd.gov/HC65C2C/EBS/lettings/03292006final.pdf
SD,2006.0,"March 16, 2006",https://apps.sd.gov/HC65C2C/EBS/lettings/03162006final.pdf
SD,2006.0,"February 15, 2006",https://apps.sd.gov/HC65C2C/EBS/lettings/02152006final.pdf
SD,2006.0,"February 8, 2006 Letting",https://apps.sd.gov/HC65C2C/EBS/lettings/02082006final.pdf
SD,2006.0,"January 18, 2006 (moved from the 17th)",https://apps.sd.gov/HC65C2C/EBS/lettings/01182006final.pdf
