state,year,pdf_link,doc_name,doc_number,scraped_at,download_status,download_path,download_error,downloaded_at
SD,2023.0,https://apps.sd.gov/HC65C2C/EBS/lettings/11152023final.pdf,"November 15, 2023",,2025-11-22T18:11:44.275703,success,c:\Users\Richard\code\CSI_Proj\data\downloads\SD\SD_November_15_2023.pdf,,2025-11-22T18:18:33.274558
SD,2023.0,https://apps.sd.gov/HC65C2C/EBS/lettings/11082023final.pdf,"November 8, 2023",,2025-11-22T18:11:44.275703,success,c:\Users\Richard\code\CSI_Proj\data\downloads\SD\SD_November_8_2023.pdf,,2025-11-22T18:18:35.678234
SD,2023.0,https://apps.sd.gov/HC65C2C/EBS/lettings/11012023final.pdf,"November 1, 2023",,2025-11-22T18:11:44.275703,success,c:\Users\Richard\code\CSI_Proj\data\downloads\SD\SD_November_1_2023.pdf,,2025-11-22T18:18:37.727074
SD,2023.0,https://apps.sd.gov/HC65C2C/EBS/lettings/10182023final.pdf,"October 18, 2023",,2025-11-22T18:11:44.275703,success,c:\Users\Richard\code\CSI_Proj\data\downloads\SD\SD_October_18_2023.pdf,,2025-11-22T18:18:39.521839
SD,2023.0,https://apps.sd.gov/HC65C2C/EBS/lettings/10042023final.pdf,"October 4, 2023",,2025-11-22T18:11:44.275703,success,c:\Users\Richard\code\CSI_Proj\data\downloads\SD\SD_October_4_2023.pdf,,2025-11-22T18:18:41.369895
SD,2023.0,https://apps.sd.gov/HC65C2C/EBS/lettings/09202023final.pdf,"September 20, 2023",,2025-11-22T18:11:44.275703,success,c:\Users\Richard\code\CSI_Proj\data\downloads\SD\SD_September_20_2023.pdf,,2025-11-22T18:18:43.207931
SD,2023.0,https://apps.sd.gov/HC65C2C/EBS/lettings/09062023final.pdf,"September 6, 2023",,2025-11-22T18:11:44.275703,success,c:\Users\Richard\code\CSI_Proj\data\downloads\SD\SD_September_6_2023.pdf,,2025-11-22T18:18:45.553740
SD,2023.0,https://apps.sd.gov/HC65C2C/EBS/lettings/08162023final.pdf,"August 16, 2023",,2025-11-22T18:11:44.275703,success,c:\Users\Richard\code\CSI_Proj\data\downloads\SD\SD_August_16_2023.pdf,,2025-11-22T18:18:48.820281
SD,2023.0,https://apps.sd.gov/HC65C2C/EBS/lettings/08102023final.pdf,"August 10, 2023",,2025-11-22T18:11:44.275703,success,c:\Users\Richard\code\CSI_Proj\data\downloads\SD\SD_August_10_2023.pdf,,2025-11-22T18:18:50.721636
SD,2023.0,https://apps.sd.gov/HC65C2C/EBS/lettings/07192023final.pdf,"July 19, 2023",,2025-11-22T18:11:44.275703,success,c:\Users\Richard\code\CSI_Proj\data\downloads\SD\SD_July_19_2023.pdf,,2025-11-22T18:18:52.631968
SD,2023.0,https://apps.sd.gov/HC65C2C/EBS/lettings/06212023final.pdf,"June 21, 2023",,2025-11-22T18:11:44.275703,success,c:\Users\Richard\code\CSI_Proj\data\downloads\SD\SD_June_21_2023.pdf,,2025-11-22T18:18:55.105736
SD,2023.0,https://apps.sd.gov/HC65C2C/EBS/lettings/06072023final.pdf,"June 7, 2023",,2025-11-22T18:11:44.275703,success,c:\Users\Richard\code\CSI_Proj\data\downloads\SD\SD_June_7_2023.pdf,,2025-11-22T18:18:56.918202
SD,2023.0,https://apps.sd.gov/HC65C2C/EBS/lettings/05172023final.pdf,"May 17, 2023",,2025-11-22T18:11:44.275703,success,c:\Users\Richard\code\CSI_Proj\data\downloads\SD\SD_May_17_2023.pdf,,2025-11-22T18:18:58.752173
SD,2023.0,https://apps.sd.gov/HC65C2C/EBS/lettings/05032023final.pdf,"May 3, 2023",,2025-11-22T18:11:44.275703,success,c:\Users\Richard\code\CSI_Proj\data\downloads\SD\SD_May_3_2023.pdf,,2025-11-22T18:19:00.597274
SD,2023.0,https://apps.sd.gov/HC65C2C/EBS/lettings/04192023final.pdf,"April 19, 2023",,2025-11-22T18:11:44.275703,success,c:\Users\Richard\code\CSI_Proj\data\downloads\SD\SD_April_19_2023.pdf,,2025-11-22T18:19:02.358866
SD,2023.0,https://apps.sd.gov/HC65C2C/EBS/lettings/04052023final.pdf,"April 5, 2023",,2025-11-22T18:11:44.275703,success,c:\Users\Richard\code\CSI_Proj\data\downloads\SD\SD_April_5_2023.pdf,,2025-11-22T18:19:04.170518
SD,2023.0,https://apps.sd.gov/HC65C2C/EBS/lettings/03222023final.pdf,"March 22, 2023",,2025-11-22T18:11:44.275703,success,c:\Users\Richard\code\CSI_Proj\data\downloads\SD\SD_March_22_2023.pdf,,2025-11-22T18:19:06.136548
SD,2023.0,https://apps.sd.gov/HC65C2C/EBS/lettings/03012023final.pdf,"March 1, 2023",,2025-11-22T18:11:44.275703,success,c:\Users\Richard\code\CSI_Proj\data\downloads\SD\SD_March_1_2023.pdf,,2025-11-22T18:19:08.348379
SD,2023.0,https://apps.sd.gov/HC65C2C/EBS/lettings/02152023final.pdf,"February, 15 2023",,2025-11-22T18:11:44.275703,success,c:\Users\Richard\code\CSI_Proj\data\downloads\SD\SD_February_15_2023.pdf,,2025-11-22T18:19:10.165271
SD,2023.0,https://apps.sd.gov/HC65C2C/EBS/lettings/02012023final.pdf,"Februray 1, 2023",,2025-11-22T18:11:44.275703,success,c:\Users\Richard\code\CSI_Proj\data\downloads\SD\SD_Februray_1_2023.pdf,,2025-11-22T18:19:12.009698
SD,2023.0,https://apps.sd.gov/HC65C2C/EBS/lettings/01112023final.pdf,"January 11, 2023",,2025-11-22T18:11:44.275703,success,c:\Users\Richard\code\CSI_Proj\data\downloads\SD\SD_January_11_2023.pdf,,2025-11-22T18:19:14.038294
SD,2022.0,https://apps.sd.gov/HC65C2C/EBS/lettings/12142022final.pdf,"December 14, 2022",,2025-11-22T18:11:44.275703,success,c:\Users\Richard\code\CSI_Proj\data\downloads\SD\SD_December_14_2022.pdf,,2025-11-22T18:19:15.916180
SD,2022.0,https://apps.sd.gov/HC65C2C/EBS/lettings/12072022final.pdf,"December 7, 2022",,2025-11-22T18:11:44.275703,success,c:\Users\Richard\code\CSI_Proj\data\downloads\SD\SD_December_7_2022.pdf,,2025-11-22T18:19:17.735454
SD,2022.0,https://apps.sd.gov/HC65C2C/EBS/lettings/11162022final.pdf,"November 16, 2022",,2025-11-22T18:11:44.275703,success,c:\Users\Richard\code\CSI_Proj\data\downloads\SD\SD_November_16_2022.pdf,,2025-11-22T18:19:19.575846
SD,2022.0,https://apps.sd.gov/HC65C2C/EBS/lettings/11022022final.pdf,"November 2, 2022",,2025-11-22T18:11:44.275703,success,c:\Users\Richard\code\CSI_Proj\data\downloads\SD\SD_November_2_2022.pdf,,2025-11-22T18:19:21.509713
SD,2022.0,https://apps.sd.gov/HC65C2C/EBS/lettings/10212022final.pdf,"October 21, 2022",,2025-11-22T18:11:44.275703,success,c:\Users\Richard\code\CSI_Proj\data\downloads\SD\SD_October_21_2022.pdf,,2025-11-22T18:19:23.466373
SD,2022.0,https://apps.sd.gov/HC65C2C/EBS/lettings/10192022final.pdf,"October 19, 2022",,2025-11-22T18:11:44.275703,success,c:\Users\Richard\code\CSI_Proj\data\downloads\SD\SD_October_19_2022.pdf,,2025-11-22T18:19:25.561189
SD,2022.0,https://apps.sd.gov/HC65C2C/EBS/lettings/10052022final.pdf,"October 5, 2022",,2025-11-22T18:11:44.275703,success,c:\Users\Richard\code\CSI_Proj\data\downloads\SD\SD_October_5_2022.pdf,,2025-11-22T18:19:27.459756
SD,2022.0,https://apps.sd.gov/HC65C2C/EBS/lettings/09212022final.pdf,"September 21, 2022",,2025-11-22T18:11:44.275703,success,c:\Users\Richard\code\CSI_Proj\data\downloads\SD\SD_September_21_2022.pdf,,2025-11-22T18:19:29.375038
SD,2022.0,https://apps.sd.gov/HC65C2C/EBS/lettings/09072022final.pdf,"September 7, 2022",,2025-11-22T18:11:44.275703,success,c:\Users\Richard\code\CSI_Proj\data\downloads\SD\SD_September_7_2022.pdf,,2025-11-22T18:19:31.225198
SD,2022.0,https://apps.sd.gov/HC65C2C/EBS/lettings/08172022final.pdf,"August 17, 2022",,2025-11-22T18:11:44.275703,success,c:\Users\Richard\code\CSI_Proj\data\downloads\SD\SD_August_17_2022.pdf,,2025-11-22T18:19:33.031971
SD,2022.0,https://apps.sd.gov/HC65C2C/EBS/lettings/07202022final.pdf,"July 20, 2022",,2025-11-22T18:11:44.275703,success,c:\Users\Richard\code\CSI_Proj\data\downloads\SD\SD_July_20_2022.pdf,,2025-11-22T18:19:34.919025
SD,2022.0,https://apps.sd.gov/HC65C2C/EBS/lettings/06152022final.pdf,"June 15, 2022",,2025-11-22T18:11:44.275703,success,c:\Users\Richard\code\CSI_Proj\data\downloads\SD\SD_June_15_2022.pdf,,2025-11-22T18:19:36.874001
SD,2022.0,https://apps.sd.gov/HC65C2C/EBS/lettings/06012022final.pdf,"June 1, 2022",,2025-11-22T18:11:44.275703,success,c:\Users\Richard\code\CSI_Proj\data\downloads\SD\SD_June_1_2022.pdf,,2025-11-22T18:19:38.727696
SD,2022.0,https://apps.sd.gov/HC65C2C/EBS/lettings/05182022final.pdf,"May 18, 2022",,2025-11-22T18:11:44.275703,success,c:\Users\Richard\code\CSI_Proj\data\downloads\SD\SD_May_18_2022.pdf,,2025-11-22T18:19:40.720479
SD,2022.0,https://apps.sd.gov/HC65C2C/EBS/lettings/05112022final.pdf,"May 11, 2022",,2025-11-22T18:11:44.275703,success,c:\Users\Richard\code\CSI_Proj\data\downloads\SD\SD_May_11_2022.pdf,,2025-11-22T18:19:42.685408
SD,2022.0,https://apps.sd.gov/HC65C2C/EBS/lettings/05042022final.pdf,"May 4, 2022",,2025-11-22T18:11:44.275703,success,c:\Users\Richard\code\CSI_Proj\data\downloads\SD\SD_May_4_2022.pdf,,2025-11-22T18:19:44.502789
SD,2022.0,https://apps.sd.gov/HC65C2C/EBS/lettings/04202022final.pdf,"April 20, 2022",,2025-11-22T18:11:44.275703,success,c:\Users\Richard\code\CSI_Proj\data\downloads\SD\SD_April_20_2022.pdf,,2025-11-22T18:19:46.707836
SD,2022.0,https://apps.sd.gov/HC65C2C/EBS/lettings/04062022final.pdf,"April 6, 2022",,2025-11-22T18:11:44.275703,success,c:\Users\Richard\code\CSI_Proj\data\downloads\SD\SD_April_6_2022.pdf,,2025-11-22T18:19:48.572097
SD,2022.0,https://apps.sd.gov/HC65C2C/EBS/lettings/03162022final.pdf,"March 16, 2022",,2025-11-22T18:11:44.275703,success,c:\Users\Richard\code\CSI_Proj\data\downloads\SD\SD_March_16_2022.pdf,,2025-11-22T18:19:50.560923
SD,2022.0,https://apps.sd.gov/HC65C2C/EBS/lettings/03022022final.pdf,"March 2, 2022",,2025-11-22T18:11:44.275703,success,c:\Users\Richard\code\CSI_Proj\data\downloads\SD\SD_March_2_2022.pdf,,2025-11-22T18:19:52.374381
SD,2022.0,https://apps.sd.gov/HC65C2C/EBS/lettings/02162022final.pdf,"February 16, 2022",,2025-11-22T18:11:44.275703,success,c:\Users\Richard\code\CSI_Proj\data\downloads\SD\SD_February_16_2022.pdf,,2025-11-22T18:19:54.445254
SD,2022.0,https://apps.sd.gov/HC65C2C/EBS/lettings/02022022final.pdf,"February 2, 2022",,2025-11-22T18:11:44.275703,success,c:\Users\Richard\code\CSI_Proj\data\downloads\SD\SD_February_2_2022.pdf,,2025-11-22T18:19:56.335946
SD,2022.0,https://apps.sd.gov/HC65C2C/EBS/lettings/01192022final.pdf,"January 19, 2022",,2025-11-22T18:11:44.275703,success,c:\Users\Richard\code\CSI_Proj\data\downloads\SD\SD_January_19_2022.pdf,,2025-11-22T18:19:58.194597
SD,2021.0,https://apps.sd.gov/HC65C2C/EBS/lettings/12152021final.pdf,"December 15, 2021",,2025-11-22T18:11:44.275703,success,c:\Users\Richard\code\CSI_Proj\data\downloads\SD\SD_December_15_2021.pdf,,2025-11-22T18:20:00.033645
SD,2021.0,https://apps.sd.gov/HC65C2C/EBS/lettings/12012021final.pdf,"December 1, 2021",,2025-11-22T18:11:44.275703,success,c:\Users\Richard\code\CSI_Proj\data\downloads\SD\SD_December_1_2021.pdf,,2025-11-22T18:20:01.888262
SD,2021.0,https://apps.sd.gov/HC65C2C/EBS/lettings/11172021final.pdf,"November 17, 2021",,2025-11-22T18:11:44.275703,success,c:\Users\Richard\code\CSI_Proj\data\downloads\SD\SD_November_17_2021.pdf,,2025-11-22T18:20:03.707229
SD,2021.0,https://apps.sd.gov/HC65C2C/EBS/lettings/11032021final.pdf,"November 3, 2021",,2025-11-22T18:11:44.275703,success,c:\Users\Richard\code\CSI_Proj\data\downloads\SD\SD_November_3_2021.pdf,,2025-11-22T18:20:05.574011
SD,2021.0,https://apps.sd.gov/HC65C2C/EBS/lettings/10202021final.pdf,"October 20, 2021",,2025-11-22T18:11:44.275703,success,c:\Users\Richard\code\CSI_Proj\data\downloads\SD\SD_October_20_2021.pdf,,2025-11-22T18:20:07.655413
SD,2021.0,https://apps.sd.gov/HC65C2C/EBS/lettings/10062021final.pdf,"October 6, 2021",,2025-11-22T18:11:44.275703,success,c:\Users\Richard\code\CSI_Proj\data\downloads\SD\SD_October_6_2021.pdf,,2025-11-22T18:20:09.583502
SD,2021.0,https://apps.sd.gov/HC65C2C/EBS/lettings/09152021final.pdf,"September 15, 2021",,2025-11-22T18:11:44.275703,success,c:\Users\Richard\code\CSI_Proj\data\downloads\SD\SD_September_15_2021.pdf,,2025-11-22T18:20:11.626874
SD,2021.0,https://apps.sd.gov/HC65C2C/EBS/lettings/09012021final.pdf,"September 1, 2021",,2025-11-22T18:11:44.275703,success,c:\Users\Richard\code\CSI_Proj\data\downloads\SD\SD_September_1_2021.pdf,,2025-11-22T18:20:13.413021
SD,2021.0,https://apps.sd.gov/HC65C2C/EBS/lettings/08182021final.pdf,"August 18, 2021",,2025-11-22T18:11:44.275703,success,c:\Users\Richard\code\CSI_Proj\data\downloads\SD\SD_August_18_2021.pdf,,2025-11-22T18:20:15.400296
SD,2021.0,https://apps.sd.gov/HC65C2C/EBS/lettings/07212021final.pdf,"July 21, 2021",,2025-11-22T18:11:44.275703,success,c:\Users\Richard\code\CSI_Proj\data\downloads\SD\SD_July_21_2021.pdf,,2025-11-22T18:20:17.307918
SD,2021.0,https://apps.sd.gov/HC65C2C/EBS/lettings/06162021final.pdf,"June 16, 2021",,2025-11-22T18:11:44.275703,success,c:\Users\Richard\code\CSI_Proj\data\downloads\SD\SD_June_16_2021.pdf,,2025-11-22T18:20:19.175814
SD,2021.0,https://apps.sd.gov/HC65C2C/EBS/lettings/06022021final.pdf,"June 2, 2021",,2025-11-22T18:11:44.275703,success,c:\Users\Richard\code\CSI_Proj\data\downloads\SD\SD_June_2_2021.pdf,,2025-11-22T18:20:20.993484
SD,2021.0,https://apps.sd.gov/HC65C2C/EBS/lettings/05192021final.pdf,"May 19, 2021",,2025-11-22T18:11:44.275703,success,c:\Users\Richard\code\CSI_Proj\data\downloads\SD\SD_May_19_2021.pdf,,2025-11-22T18:20:23.284720
SD,2021.0,https://apps.sd.gov/HC65C2C/EBS/lettings/05052021final.pdf,"May 5, 2021",,2025-11-22T18:11:44.275703,success,c:\Users\Richard\code\CSI_Proj\data\downloads\SD\SD_May_5_2021.pdf,,2025-11-22T18:20:25.133866
SD,2021.0,https://apps.sd.gov/HC65C2C/EBS/lettings/04212021final.pdf,"April 21, 2021",,2025-11-22T18:11:44.275703,success,c:\Users\Richard\code\CSI_Proj\data\downloads\SD\SD_April_21_2021.pdf,,2025-11-22T18:20:27.359146
SD,2021.0,https://apps.sd.gov/HC65C2C/EBS/lettings/04142021final.pdf,"April 14, 2021",,2025-11-22T18:11:44.275703,success,c:\Users\Richard\code\CSI_Proj\data\downloads\SD\SD_April_14_2021.pdf,,2025-11-22T18:20:29.308023
SD,2021.0,https://apps.sd.gov/HC65C2C/EBS/lettings/03172021final.pdf,"March 17, 2021",,2025-11-22T18:11:44.275703,success,c:\Users\Richard\code\CSI_Proj\data\downloads\SD\SD_March_17_2021.pdf,,2025-11-22T18:20:31.138727
SD,2021.0,https://apps.sd.gov/HC65C2C/EBS/lettings/03032021final.pdf,"March 3, 2021",,2025-11-22T18:11:44.275703,success,c:\Users\Richard\code\CSI_Proj\data\downloads\SD\SD_March_3_2021.pdf,,2025-11-22T18:20:32.893281
SD,2021.0,https://apps.sd.gov/HC65C2C/EBS/lettings/02172021final.pdf,"February 17, 2021",,2025-11-22T18:11:44.275703,success,c:\Users\Richard\code\CSI_Proj\data\downloads\SD\SD_February_17_2021.pdf,,2025-11-22T18:20:34.894582
SD,2021.0,https://apps.sd.gov/HC65C2C/EBS/lettings/02032021final.pdf,"February 3, 2021",,2025-11-22T18:11:44.275703,success,c:\Users\Richard\code\CSI_Proj\data\downloads\SD\SD_February_3_2021.pdf,,2025-11-22T18:20:36.717383
SD,2021.0,https://apps.sd.gov/HC65C2C/EBS/lettings/01202021final.pdf,"January 20, 2021",,2025-11-22T18:11:44.275703,success,c:\Users\Richard\code\CSI_Proj\data\downloads\SD\SD_January_20_2021.pdf,,2025-11-22T18:20:38.583286
SD,2020.0,https://apps.sd.gov/HC65C2C/EBS/lettings/12092020final.pdf,"December 9, 2020",,2025-11-22T18:11:44.275703,success,c:\Users\Richard\code\CSI_Proj\data\downloads\SD\SD_December_9_2020.pdf,,2025-11-22T18:20:40.760911
SD,2020.0,https://apps.sd.gov/HC65C2C/EBS/lettings/12022020final.pdf,"December 2, 2020",,2025-11-22T18:11:44.275703,success,c:\Users\Richard\code\CSI_Proj\data\downloads\SD\SD_December_2_2020.pdf,,2025-11-22T18:20:42.563308
SD,2020.0,https://apps.sd.gov/HC65C2C/EBS/lettings/11182020final.pdf,"November 18, 2020",,2025-11-22T18:11:44.275703,success,c:\Users\Richard\code\CSI_Proj\data\downloads\SD\SD_November_18_2020.pdf,,2025-11-22T18:20:45.044378
SD,2020.0,https://apps.sd.gov/HC65C2C/EBS/lettings/11042020final.pdf,"November 4, 2020",,2025-11-22T18:11:44.275703,success,c:\Users\Richard\code\CSI_Proj\data\downloads\SD\SD_November_4_2020.pdf,,2025-11-22T18:20:46.968236
SD,2020.0,https://apps.sd.gov/HC65C2C/EBS/lettings/10212020final.pdf,"October 21, 2020",,2025-11-22T18:11:44.275703,success,c:\Users\Richard\code\CSI_Proj\data\downloads\SD\SD_October_21_2020.pdf,,2025-11-22T18:20:48.902645
SD,2020.0,https://apps.sd.gov/HC65C2C/EBS/lettings/10072020final.pdf,"October 7, 2020",,2025-11-22T18:11:44.275703,success,c:\Users\Richard\code\CSI_Proj\data\downloads\SD\SD_October_7_2020.pdf,,2025-11-22T18:20:50.767458
SD,2020.0,https://apps.sd.gov/HC65C2C/EBS/lettings/09162020final.pdf,"September 16, 2020",,2025-11-22T18:11:44.275703,success,c:\Users\Richard\code\CSI_Proj\data\downloads\SD\SD_September_16_2020.pdf,,2025-11-22T18:20:52.633294
SD,2020.0,https://apps.sd.gov/HC65C2C/EBS/lettings/09022020final.pdf,"September 2, 2020",,2025-11-22T18:11:44.275703,success,c:\Users\Richard\code\CSI_Proj\data\downloads\SD\SD_September_2_2020.pdf,,2025-11-22T18:20:54.603086
SD,2020.0,https://apps.sd.gov/HC65C2C/EBS/lettings/08192020final.pdf,"August 19, 2020",,2025-11-22T18:11:44.275703,success,c:\Users\Richard\code\CSI_Proj\data\downloads\SD\SD_August_19_2020.pdf,,2025-11-22T18:20:56.441726
SD,2020.0,https://apps.sd.gov/HC65C2C/EBS/lettings/08052020final.pdf,"August 5, 2020",,2025-11-22T18:11:44.275703,success,c:\Users\Richard\code\CSI_Proj\data\downloads\SD\SD_August_5_2020.pdf,,2025-11-22T18:20:58.337878
SD,2020.0,https://apps.sd.gov/HC65C2C/EBS/lettings/07152020final.pdf,"July 15, 2020",,2025-11-22T18:11:44.275703,success,c:\Users\Richard\code\CSI_Proj\data\downloads\SD\SD_July_15_2020.pdf,,2025-11-22T18:21:00.173441
SD,2020.0,https://apps.sd.gov/HC65C2C/EBS/lettings/06172020final.pdf,"June 17, 2020",,2025-11-22T18:11:44.275703,success,c:\Users\Richard\code\CSI_Proj\data\downloads\SD\SD_June_17_2020.pdf,,2025-11-22T18:21:01.972927
SD,2020.0,https://apps.sd.gov/HC65C2C/EBS/lettings/06032020final.pdf,"June 3, 2020",,2025-11-22T18:11:44.275703,success,c:\Users\Richard\code\CSI_Proj\data\downloads\SD\SD_June_3_2020.pdf,,2025-11-22T18:21:03.805064
SD,2020.0,https://apps.sd.gov/HC65C2C/EBS/lettings/05202020final.pdf,"May 20, 2020",,2025-11-22T18:11:44.275703,success,c:\Users\Richard\code\CSI_Proj\data\downloads\SD\SD_May_20_2020.pdf,,2025-11-22T18:21:05.735745
SD,2020.0,https://apps.sd.gov/HC65C2C/EBS/lettings/05132020final.pdf,"May 13, 2020",,2025-11-22T18:11:44.275703,success,c:\Users\Richard\code\CSI_Proj\data\downloads\SD\SD_May_13_2020.pdf,,2025-11-22T18:21:07.601672
SD,2020.0,https://apps.sd.gov/HC65C2C/EBS/lettings/05062020final.pdf,"May 6, 2020",,2025-11-22T18:11:44.275703,success,c:\Users\Richard\code\CSI_Proj\data\downloads\SD\SD_May_6_2020.pdf,,2025-11-22T18:21:09.488036
SD,2020.0,https://apps.sd.gov/HC65C2C/EBS/lettings/04152020final.pdf,"April 15, 2020",,2025-11-22T18:11:44.275703,success,c:\Users\Richard\code\CSI_Proj\data\downloads\SD\SD_April_15_2020.pdf,,2025-11-22T18:21:11.450506
SD,2020.0,https://apps.sd.gov/HC65C2C/EBS/lettings/04012020final.pdf,"April 1, 2020",,2025-11-22T18:11:44.275703,success,c:\Users\Richard\code\CSI_Proj\data\downloads\SD\SD_April_1_2020.pdf,,2025-11-22T18:21:13.436877
SD,2020.0,https://apps.sd.gov/HC65C2C/EBS/lettings/03252020final.pdf,"March 25, 2020",,2025-11-22T18:11:44.275703,success,c:\Users\Richard\code\CSI_Proj\data\downloads\SD\SD_March_25_2020.pdf,,2025-11-22T18:21:15.335371
SD,2020.0,https://apps.sd.gov/HC65C2C/EBS/lettings/03042020final.pdf,"March 4, 2020",,2025-11-22T18:11:44.275703,success,c:\Users\Richard\code\CSI_Proj\data\downloads\SD\SD_March_4_2020.pdf,,2025-11-22T18:21:17.228143
SD,2020.0,https://apps.sd.gov/HC65C2C/EBS/lettings/02192020final.pdf,"February 19, 2020",,2025-11-22T18:11:44.275703,success,c:\Users\Richard\code\CSI_Proj\data\downloads\SD\SD_February_19_2020.pdf,,2025-11-22T18:21:19.178973
SD,2020.0,https://apps.sd.gov/HC65C2C/EBS/lettings/02052020final.pdf,"February 5, 2020",,2025-11-22T18:11:44.275703,success,c:\Users\Richard\code\CSI_Proj\data\downloads\SD\SD_February_5_2020.pdf,,2025-11-22T18:21:21.103966
SD,2020.0,https://apps.sd.gov/HC65C2C/EBS/lettings/01222020final.pdf,"January 22, 2020",,2025-11-22T18:11:44.275703,success,c:\Users\Richard\code\CSI_Proj\data\downloads\SD\SD_January_22_2020.pdf,,2025-11-22T18:21:23.014229
SD,2019.0,https://apps.sd.gov/HC65C2C/EBS/lettings/12112019final.pdf,"December 11, 2019",,2025-11-22T18:11:44.275703,success,c:\Users\Richard\code\CSI_Proj\data\downloads\SD\SD_December_11_2019.pdf,,2025-11-22T18:21:24.803637
SD,2019.0,https://apps.sd.gov/HC65C2C/EBS/lettings/12042019final.pdf,"December 4, 2019",,2025-11-22T18:11:44.275703,success,c:\Users\Richard\code\CSI_Proj\data\downloads\SD\SD_December_4_2019.pdf,,2025-11-22T18:21:26.657193
SD,2019.0,https://apps.sd.gov/HC65C2C/EBS/lettings/11202019final.pdf,"November 20, 2019",,2025-11-22T18:11:44.275703,success,c:\Users\Richard\code\CSI_Proj\data\downloads\SD\SD_November_20_2019.pdf,,2025-11-22T18:21:28.519189
SD,2019.0,https://apps.sd.gov/HC65C2C/EBS/lettings/11062019final.pdf,"November 6, 2019",,2025-11-22T18:11:44.275703,success,c:\Users\Richard\code\CSI_Proj\data\downloads\SD\SD_November_6_2019.pdf,,2025-11-22T18:21:30.378739
SD,2019.0,https://apps.sd.gov/HC65C2C/EBS/lettings/10162019final.pdf,"October 16, 2019",,2025-11-22T18:11:44.275703,success,c:\Users\Richard\code\CSI_Proj\data\downloads\SD\SD_October_16_2019.pdf,,2025-11-22T18:21:33.147925
SD,2019.0,https://apps.sd.gov/HC65C2C/EBS/lettings/10022019final.pdf,"October 2, 2019",,2025-11-22T18:11:44.275703,success,c:\Users\Richard\code\CSI_Proj\data\downloads\SD\SD_October_2_2019.pdf,,2025-11-22T18:21:35.067246
SD,2019.0,https://apps.sd.gov/HC65C2C/EBS/lettings/09182019final.pdf,"September 18, 2019",,2025-11-22T18:11:44.275703,success,c:\Users\Richard\code\CSI_Proj\data\downloads\SD\SD_September_18_2019.pdf,,2025-11-22T18:21:37.303586
SD,2019.0,https://apps.sd.gov/HC65C2C/EBS/lettings/09042019final.pdf,"September 4, 2019",,2025-11-22T18:11:44.275703,success,c:\Users\Richard\code\CSI_Proj\data\downloads\SD\SD_September_4_2019.pdf,,2025-11-22T18:21:39.495433
SD,2019.0,https://apps.sd.gov/HC65C2C/EBS/lettings/08212019final.pdf,"August 21, 2019",,2025-11-22T18:11:44.275703,success,c:\Users\Richard\code\CSI_Proj\data\downloads\SD\SD_August_21_2019.pdf,,2025-11-22T18:21:41.571784
SD,2019.0,https://apps.sd.gov/HC65C2C/EBS/lettings/07172019final.pdf,"July 17, 2019",,2025-11-22T18:11:44.275703,success,c:\Users\Richard\code\CSI_Proj\data\downloads\SD\SD_July_17_2019.pdf,,2025-11-22T18:21:43.374315
SD,2019.0,https://apps.sd.gov/HC65C2C/EBS/lettings/06192019final.pdf,"June 19, 2019",,2025-11-22T18:11:44.275703,success,c:\Users\Richard\code\CSI_Proj\data\downloads\SD\SD_June_19_2019.pdf,,2025-11-22T18:21:45.144280
SD,2019.0,https://apps.sd.gov/HC65C2C/EBS/lettings/06052019final.pdf,"June 5, 2019",,2025-11-22T18:11:44.275703,success,c:\Users\Richard\code\CSI_Proj\data\downloads\SD\SD_June_5_2019.pdf,,2025-11-22T18:21:47.172755
SD,2019.0,https://apps.sd.gov/HC65C2C/EBS/lettings/05152019final.pdf,"May 15, 2019",,2025-11-22T18:11:44.275703,success,c:\Users\Richard\code\CSI_Proj\data\downloads\SD\SD_May_15_2019.pdf,,2025-11-22T18:21:48.973335
SD,2019.0,https://apps.sd.gov/HC65C2C/EBS/lettings/05032019final.pdf,"May 3, 2019 University Class",,2025-11-22T18:11:44.275703,failed,,404 Client Error: Not Found for url: https://apps.sd.gov/HC65C2C/EBS/lettings/05032019final.pdf,2025-11-22T18:21:55.208815
SD,2019.0,https://apps.sd.gov/HC65C2C/EBS/lettings/05012019final.pdf,"May 1, 2019",,2025-11-22T18:11:44.275703,success,c:\Users\Richard\code\CSI_Proj\data\downloads\SD\SD_May_1_2019.pdf,,2025-11-22T18:21:57.076989
SD,2019.0,https://apps.sd.gov/HC65C2C/EBS/lettings/04172019final.pdf,"April 17, 2019",,2025-11-22T18:11:44.275703,success,c:\Users\Richard\code\CSI_Proj\data\downloads\SD\SD_April_17_2019.pdf,,2025-11-22T18:21:59.168418
SD,2019.0,https://apps.sd.gov/HC65C2C/EBS/lettings/04102019final.pdf,"April 10, 2019",,2025-11-22T18:11:44.275703,success,c:\Users\Richard\code\CSI_Proj\data\downloads\SD\SD_April_10_2019.pdf,,2025-11-22T18:22:01.030503
SD,2019.0,https://apps.sd.gov/HC65C2C/EBS/lettings/04032019final.pdf,"April 3, 2019",,2025-11-22T18:11:44.275703,success,c:\Users\Richard\code\CSI_Proj\data\downloads\SD\SD_April_3_2019.pdf,,2025-11-22T18:22:02.918094
